IS;;.ICELAND;;;;;;;;
IS;GUF;Gufunes/Reykjavik;Gufunes/Reykjavik;;1-------;AC;9601;;;
IS;HAF;Hafnarfjørdur;Hafnarfjordur;;1-------;AC;9601;;;
IS;HNR;Hafnir;Hafnir;;1-------;AI;0201;;6355N 02241W;
IS;HJA;Hjalteyri;Hjalteyri;;1-------;AC;9601;;;
IS;HFN;Hofn; Hornafjørdur;Hofn; Hornafjordur;;1--4----;AC;9601;;;
IS;HOF;Hofsós;Hofsos;;1-------;AC;0212;;6554N 01926W;
IS;HVK;Hólmavík;Holmavik;;---4----;AC;0212;;6543N 02141W;
IS;HFN;Hornafjørdur Apt;Hornafjordur Apt;;---4----;AI;9601;;;
IS;HRI;Hrisey;Hrisey;;1-------;AC;9601;;;
IS;HUS;Husavik - høfn;Husavik - hofn;;1-------;AC;9601;HZK;;
IS;HVR;Hvalfjørdur;Hvalfjordur;;1-------;AC;9601;;;
IS;HVM;Hvammstangi;Hvammstangi;;1-------;AC;9601;;;
IS;HVO;Hvolsvöllur;Hvolsvollur;;--3-----;RL;0201;;6344N 02014W;
IS;ISA;Isafjørdur - høfn;Isafjordur - hofn;;1-------;AC;9601;IFJ;;
IS;KEF;Keflavík;Keflavik;;---4----;AC;0212;;6401N 02234W;
IS;KEV;Keflavikurkaupstadur;Keflavikurkaupstadur;;1-------;AC;9601;;;
IS;KOP;Kopasker - høfn;Kopasker - hofn;;1-------;AC;9601;OPA;;
IS;KOV;Kópavogur;Kopavogur;;1-------;AC;0212;;6406N 02155W;
IS;KRO;Krokfjardarnes;Krokfjardarnes;;1-------;AC;9601;;;
IS;MJO;Mjofjördur;Mjofjordur;;1-------;AC;9601;;;
IS;MOS;Mosfellsbaer;Mosfellsbaer;;1-3-----;RL;0607;;6410N 02143W;
IS;MVA;Myvatn;Myvatn;;---4----;AC;9601;;;
IS;NES;Neskaupstadur;Neskaupstadur;;1-------;AC;9601;;;
IS;NJA;Njardvik;Njardvik;;1-------;AC;9601;;;
IS;NOU;Nordurfjördur;Nordurfjordur;;1-------;AC;9601;NOR;;
IS;OLF;Olafsfjørdur;Olafsfjordur;;1-------;AC;9601;OFJ;;
IS;OLV;Olafsvík;Olafsvik;;1-------;AC;0212;OLI;6453N 02343W;
IS;OSP;Ospakseyri;Ospakseyri;;1-------;AC;0212;;6527N 02126W;
IS;PAT;Patreksfjørdur - høfn;Patreksfjordur - hofn;;1-------;AC;9601;PFJ;;
IS;RAU;Raufarhöfn;Raufarhofn;;1--4----;AC;0212;RFN;6627N 01557W;
IS;RFJ;Reydarfjørdur;Reydarfjordur;;1-------;AC;9601;;;
IS;RHA;Reykhólar;Reykholar;;1-------;AC;0212;;6527N 02212W;
IS;REY;Reykjavík;Reykjavik;;1-------;AC;0212;REK;6409N 02157W;
IS;RIF;Rif-Hellisandur;Rif-Hellisandur;;1--4----;AC;9601;;;
IS;SAN;Sandgerdi;Sandgerdi;;1-------;AC;9601;;;
IS;SAU;Saudarkrokur - høfn;Saudarkrokur - hofn;;1-------;AC;9601;SAK;;
IS;SEL;Selfoss;Selfoss;;--3-----;AC;9601;;;
IS;SFS;Selfoss - Apt;Selfoss - Apt;;---4----;AC;9601;;;
IS;SEY;Seydisfjørdur;Seydisfjordur;;1-------;AC;9601;SEJ;;
IS;SIG;Siglufjørdur - høfn;Siglufjordur - hofn;;1-------;AC;9601;SIJ;;
IS;SKA;Skagaströnd;Skagastrond;;1-------;AC;0212;;6550N 02019W;
IS;KJF;Skerjafjördur;Skerjafjordur;;1-------;AC;9601;;;
IS;STD;Stodhvarfjørdur;Stodhvarfjordur;;1-------;AC;9601;;;
IS;STR;Straumsvik;Straumsvik;;1-------;AC;9601;;;
IS;STY;Stykkisholmur - høfn;Stykkisholmur - hofn;;1-------;AC;9601;SYK;;
IS;SUV;Sudavik;Sudavik;;1-------;AC;9601;;;
IS;SUD;Sudureyri/Sugandafjord;Sudureyri/Sugandafjord;;1-------;AC;9601;SUY;;
IS;SVA;Svalbardseyri;Svalbardseyri;;1-------;AC;9601;;;
IS;TAL;Talknafjørdur/Sveinseyri;Talknafjordur/Sveinseyri;;1-------;AC;9601;TLK;;
IS;TEY;Thingeyri;Thingeyri;;1--4----;AC;9601;;;
IS;THH;Thorlakshofn;Thorlakshofn;;1-------;AC;9601;;;
IS;THO;Thorshofn;Thorshofn;;1--4----;AC;9601;;;
IS;THN;Tjörneshöfn;Tjorneshofn;;1-------;AI;0201;;;
IS;VES;Vestmannaeyjar - høfn;Vestmannaeyjar - hofn;;1-------;AC;9601;VEY;;
IS;VOG;Vogar;Vogar;;1-------;AI;0201;;6359N 02223W;
IS;VPN;Vopnafjördur;Vopnafjordur;;1-------;AC;0212;;6545N 01450W;
